SID,Year,ASJC,Description,SJR,Quartile,Percentile
12316,2023,3107,"Atomic and Molecular Physics, and Optics",0.331,3,36
12317,2023,2207,Control and Systems Engineering,0.583,2,61
12317,2023,2208,Electrical and Electronic Engineering,0.583,2,65
12317,2023,2504,"Electronic, Optical and Magnetic Materials",0.583,2,65
12317,2023,3105,Instrumentation,0.583,2,66
12317,2023,3107,"Atomic and Molecular Physics, and Optics",0.583,2,66
12318,2023,1604,Inorganic Chemistry,0.647,1,77
12318,2023,1605,Organic Chemistry,0.647,2,69
12318,2023,1606,Physical and Theoretical Chemistry,0.647,2,67
12318,2023,1607,Spectroscopy,0.647,2,63
12318,2023,1701,Computer Science (miscellaneous),0.647,2,71
12318,2023,2208,Electrical and Electronic Engineering,0.647,2,67
12318,2023,2504,"Electronic, Optical and Magnetic Materials",0.647,2,67
12318,2023,3107,"Atomic and Molecular Physics, and Optics",0.647,2,69
12319,2023,3107,"Atomic and Molecular Physics, and Optics",0.227,4,20
12320,2023,1707,Computer Vision and Pattern Recognition,0.459,3,48
12320,2023,2504,"Electronic, Optical and Magnetic Materials",0.459,2,51
12320,2023,2701,Medicine (miscellaneous),0.459,3,45
12320,2023,3107,"Atomic and Molecular Physics, and Optics",0.459,2,51
12321,2023,1705,Computer Networks and Communications,2.768,1,96
12321,2023,1710,Information Systems,2.768,1,94
12321,2023,1712,Software,2.768,1,94
12324,2023,1701,Computer Science (miscellaneous),0.357,3,49
12324,2023,2207,Control and Systems Engineering,0.357,3,40
12324,2023,2614,Theoretical Computer Science,0.357,3,25
12325,2023,2210,Mechanical Engineering,1.103,1,88
12325,2023,2211,Mechanics of Materials,1.103,1,87
12325,2023,2505,Materials Chemistry,1.103,1,86
12325,2023,2506,Metals and Alloys,1.103,1,90
12326,2023,2505,Materials Chemistry,0.106,4,3
12326,2023,2506,Metals and Alloys,0.106,4,4
12326,2023,2508,"Surfaces, Coatings and Films",0.106,4,5
12327,2023,2210,Mechanical Engineering,0.252,3,30
12327,2023,2211,Mechanics of Materials,0.252,3,29
12327,2023,2213,"Safety, Risk, Reliability and Quality",0.252,3,33
12327,2023,2501,Materials Science (miscellaneous),0.252,3,33
12328,2023,2736,Pharmacology (medical),0.495,3,47
12328,2023,3004,Pharmacology,0.495,3,44
12329,2023,2211,Mechanics of Materials,0.605,2,68
12329,2023,2505,Materials Chemistry,0.605,2,69
12329,2023,2506,Metals and Alloys,0.605,1,77
12330,2023,2210,Mechanical Engineering,2.309,1,96
12330,2023,2211,Mechanics of Materials,2.309,1,96
12330,2023,2503,Ceramics and Composites,2.309,1,94
12330,2023,2505,Materials Chemistry,2.309,1,93
12330,2023,2506,Metals and Alloys,2.309,1,96
12330,2023,2507,Polymers and Plastics,2.309,1,96
12331,2023,2701,Medicine (miscellaneous),0.549,2,52
12331,2023,3002,Drug Discovery,0.549,3,49
12332,2023,2213,"Safety, Risk, Reliability and Quality",1.282,1,92
12332,2023,2739,"Public Health, Environmental and Occupational Health",1.282,1,88
12332,2023,3311,Safety Research,1.282,1,96
12333,2023,2505,Materials Chemistry,0.477,2,59
12333,2023,2506,Metals and Alloys,0.477,2,71
12333,2023,3104,Condensed Matter Physics,0.477,2,56
12336,2023,2201,Engineering (miscellaneous),1.019,1,86
12336,2023,2604,Applied Mathematics,1.019,1,82
12336,2023,2612,Numerical Analysis,1.019,1,83
12337,2023,1000,Multidisciplinary,0.57,1,81
12337,2023,2201,Engineering (miscellaneous),0.57,2,71
12337,2023,2604,Applied Mathematics,0.57,2,61
12337,2023,2611,Modeling and Simulation,0.57,2,61
12340,2023,2610,Mathematical Physics,0.325,3,33
12340,2023,3109,Statistical and Nonlinear Physics,0.325,3,34
12341,2023,3107,"Atomic and Molecular Physics, and Optics",0.504,2,56
12341,2023,3109,Statistical and Nonlinear Physics,0.504,2,50
12342,2023,1706,Computer Science Applications,0.862,2,71
12342,2023,2207,Control and Systems Engineering,0.862,2,71
12344,2023,2739,"Public Health, Environmental and Occupational Health",2.179,1,97
12345,2023,2201,Engineering (miscellaneous),0.35,2,54
12345,2023,3304,Education,0.35,3,46
12346,2023,2208,Electrical and Electronic Engineering,0.878,1,76
12346,2023,2504,"Electronic, Optical and Magnetic Materials",0.878,1,77
12346,2023,3107,"Atomic and Molecular Physics, and Optics",0.878,1,77
12347,2023,2504,"Electronic, Optical and Magnetic Materials",0.4,3,43
12347,2023,2505,Materials Chemistry,0.4,2,52
12347,2023,2506,Metals and Alloys,0.4,2,62
12347,2023,2508,"Surfaces, Coatings and Films",0.4,2,52
12347,2023,3110,Surfaces and Interfaces,0.4,3,39
12348,2023,2208,Electrical and Electronic Engineering,1.009,1,79
12348,2023,2210,Mechanical Engineering,1.009,1,86
12348,2023,2504,"Electronic, Optical and Magnetic Materials",1.009,1,81
12348,2023,3107,"Atomic and Molecular Physics, and Optics",1.009,1,81
12349,2023,2201,Engineering (miscellaneous),1.625,1,95
12349,2023,2210,Mechanical Engineering,1.625,1,95
12349,2023,2211,Mechanics of Materials,1.625,1,93
12349,2023,2501,Materials Science (miscellaneous),1.625,1,87
12350,2023,2208,Electrical and Electronic Engineering,0.377,3,47
12350,2023,2504,"Electronic, Optical and Magnetic Materials",0.377,3,39
12350,2023,3104,Condensed Matter Physics,0.377,3,43
12350,2023,3107,"Atomic and Molecular Physics, and Optics",0.377,3,41
12351,2023,2504,"Electronic, Optical and Magnetic Materials",0.177,4,8
12351,2023,3107,"Atomic and Molecular Physics, and Optics",0.177,4,9
12352,2023,1606,Physical and Theoretical Chemistry,0.538,2,57
12352,2023,2208,Electrical and Electronic Engineering,0.538,2,61
12352,2023,2504,"Electronic, Optical and Magnetic Materials",0.538,2,62
12352,2023,3107,"Atomic and Molecular Physics, and Optics",0.538,2,62
12354,2023,2730,Oncology,12.179,1,98
12356,2023,2732,Orthopedics and Sports Medicine,0.142,4,8
12356,2023,2746,Surgery,0.142,4,17
12358,2023,1702,Artificial Intelligence,0.817,2,61
12358,2023,1703,Computational Theory and Mathematics,0.817,2,70
12358,2023,1710,Information Systems,0.817,2,73
12358,2023,1712,Software,0.817,2,66
12358,2023,2207,Control and Systems Engineering,0.817,2,70
12358,2023,2614,Theoretical Computer Science,0.817,2,65
12360,2023,1706,Computer Science Applications,0.528,2,50
12360,2023,1710,Information Systems,0.528,2,55
12360,2023,2207,Control and Systems Engineering,0.528,2,56
12360,2023,2611,Modeling and Simulation,0.528,2,58
12360,2023,2614,Theoretical Computer Science,0.528,3,43
12361,2023,2730,Oncology,0.122,4,10
12364,2023,1404,Management Information Systems,0.159,4,9
12364,2023,1408,Strategy and Management,0.159,4,10
12364,2023,1802,Information Systems and Management,0.159,4,11
12364,2023,2207,Control and Systems Engineering,0.159,4,8
12364,2023,2209,Industrial and Manufacturing Engineering,0.159,4,20
12365,2023,3308,Law,0.174,3,38
12365,2023,3312,Sociology and Political Science,0.174,3,31
12366,2023,1903,Computers in Earth Sciences,0.309,3,47
12367,2023,1706,Computer Science Applications,0.577,2,53
12367,2023,1901,Earth and Planetary Sciences (miscellaneous),0.577,2,71
12367,2023,1903,Computers in Earth Sciences,0.577,2,58
12367,2023,2201,Engineering (miscellaneous),0.577,2,72
12369,2023,1601,Chemistry (miscellaneous),0.881,1,79
12369,2023,1906,Geochemistry and Petrology,0.881,2,70
12370,2023,1703,Computational Theory and Mathematics,1.37,1,90
12370,2023,1705,Computer Networks and Communications,1.37,1,84
12370,2023,2604,Applied Mathematics,1.37,1,90
12370,2023,2614,Theoretical Computer Science,1.37,1,88
12372,2023,2202,Aerospace Engineering,1.106,1,89
12373,2023,1705,Computer Networks and Communications,0.778,2,69
12373,2023,1710,Information Systems,0.778,2,71
12373,2023,3304,Education,0.778,1,78
12375,2023,1901,Earth and Planetary Sciences (miscellaneous),0.663,1,76
12375,2023,1902,Atmospheric Science,0.663,2,52
12375,2023,1908,Geophysics,0.663,2,70
12375,2023,1912,Space and Planetary Science,0.663,2,54
12375,2023,2202,Aerospace Engineering,0.663,2,72
12375,2023,3103,Astronomy and Astrophysics,0.663,2,63
12377,2023,2210,Mechanical Engineering,0.153,4,10
12377,2023,2211,Mechanics of Materials,0.153,4,5
12377,2023,2505,Materials Chemistry,0.153,4,14
12377,2023,2506,Metals and Alloys,0.153,4,16
12378,2023,2210,Mechanical Engineering,0.172,4,15
12378,2023,2211,Mechanics of Materials,0.172,4,10
12378,2023,2501,Materials Science (miscellaneous),0.172,4,15
12383,2023,2202,Aerospace Engineering,1.553,1,95
12383,2023,2203,Automotive Engineering,1.553,1,91
12383,2023,2205,Civil and Structural Engineering,1.553,1,93
12383,2023,2210,Mechanical Engineering,1.553,1,94
12383,2023,2211,Mechanics of Materials,1.553,1,92
12383,2023,2212,Ocean Engineering,1.553,1,97
12383,2023,2213,"Safety, Risk, Reliability and Quality",1.553,1,96
12385,2023,2739,"Public Health, Environmental and Occupational Health",0.745,2,68
12385,2023,3307,Human Factors and Ergonomics,0.745,2,67
12387,2023,2210,Mechanical Engineering,0.363,3,47
12387,2023,3304,Education,0.363,3,47
12389,2023,3101,Physics and Astronomy (miscellaneous),0.328,3,45
12390,2023,3308,Law,0.117,4,16
12390,2023,3312,Sociology and Political Science,0.117,4,12
12390,2023,3318,Gender Studies,0.117,4,15
12391,2023,1306,Cancer Research,1.761,1,77
12391,2023,2730,Oncology,1.761,1,85
12391,2023,2740,Pulmonary and Respiratory Medicine,1.761,1,91
12392,2023,2705,Cardiology and Cardiovascular Medicine,0.537,2,51
12394,2023,1312,Molecular Biology,7.151,1,97
12394,2023,1315,Structural Biology,7.151,1,96
12395,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.652,1,79
12395,2023,1901,Earth and Planetary Sciences (miscellaneous),0.652,1,75
12395,2023,3305,"Geography, Planning and Development",0.652,2,74
12396,2023,1404,Management Information Systems,3.23,1,95
12396,2023,1710,Information Systems,3.23,1,95
12396,2023,1802,Information Systems and Management,3.23,1,96
12397,2023,1901,Earth and Planetary Sciences (miscellaneous),0.382,2,53
12397,2023,2303,Ecology,0.382,2,52
12397,2023,3305,"Geography, Planning and Development",0.382,2,55
12398,2023,1708,Hardware and Architecture,1.261,1,83
12398,2023,1712,Software,1.261,1,82
12400,2023,2701,Medicine (miscellaneous),0.687,2,63
12400,2023,2723,Immunology and Allergy,0.687,3,46
12400,2023,2726,Microbiology (medical),0.687,2,56
12400,2023,2734,Pathology and Forensic Medicine,0.687,2,71
12402,2023,1404,Management Information Systems,4.105,1,98
12402,2023,1706,Computer Science Applications,4.105,1,98
12402,2023,1710,Information Systems,4.105,1,97
12402,2023,1802,Information Systems and Management,4.105,1,98
12403,2023,1306,Cancer Research,0.763,3,47
12403,2023,2701,Medicine (miscellaneous),0.763,2,69
12403,2023,2720,Hematology,0.763,2,64
12403,2023,2730,Oncology,0.763,2,55
12408,2023,2711,Emergency Medicine,0.288,2,51
12409,2023,1702,Artificial Intelligence,0.499,3,39
12409,2023,1706,Computer Science Applications,0.499,3,47
12409,2023,1708,Hardware and Architecture,0.499,3,46
12409,2023,1710,Information Systems,0.499,2,52
12409,2023,1711,Signal Processing,0.499,3,45
12409,2023,1712,Software,0.499,3,45
12409,2023,2604,Applied Mathematics,0.499,2,54
12411,2023,2717,Geriatrics and Gerontology,0.13,4,3
12411,2023,2909,Gerontology,0.13,4,1
12412,2023,2717,Geriatrics and Gerontology,0.204,4,17
12412,2023,2742,Rehabilitation,0.204,3,29
12412,2023,3612,"Physical Therapy, Sports Therapy and Rehabilitation",0.204,3,25
12415,2023,1701,Computer Science (miscellaneous),0.266,3,35
12415,2023,2102,Energy Engineering and Power Technology,0.266,3,30
12415,2023,2104,Nuclear Energy and Engineering,0.266,3,40
12415,2023,2202,Aerospace Engineering,0.266,3,32
12415,2023,2208,Electrical and Electronic Engineering,0.266,3,35
12415,2023,2209,Industrial and Manufacturing Engineering,0.266,3,41
12415,2023,2213,"Safety, Risk, Reliability and Quality",0.266,3,36
12419,2023,1706,Computer Science Applications,1.851,1,91
12419,2023,2207,Control and Systems Engineering,1.851,1,88
12419,2023,2614,Theoretical Computer Science,1.851,1,92
12421,2023,2201,Engineering (miscellaneous),0.1,4,0
12421,2023,2739,"Public Health, Environmental and Occupational Health",0.1,4,0
12424,2023,1706,Computer Science Applications,0.314,3,33
12424,2023,2201,Engineering (miscellaneous),0.314,2,51
12424,2023,2604,Applied Mathematics,0.314,3,36
12426,2023,2734,Pathology and Forensic Medicine,0.274,3,32
12427,2023,1306,Cancer Research,0.633,3,36
12427,2023,2708,Dermatology,0.633,2,68
12427,2023,2730,Oncology,0.633,3,46
12428,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.246,3,45
12428,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",0.246,3,31
12428,2023,2401,Immunology and Microbiology (miscellaneous),0.246,4,23
12428,2023,2701,Medicine (miscellaneous),0.246,3,25
12429,2023,1306,Cancer Research,8.222,1,97
12429,2023,1313,Molecular Medicine,8.222,1,98
12429,2023,2730,Oncology,8.222,1,97
12430,2023,1306,Cancer Research,1.66,1,75
12430,2023,1312,Molecular Biology,1.66,1,80
12430,2023,2730,Oncology,1.66,1,83
12431,2023,1409,"Tourism, Leisure and Hospitality Management",0.132,4,4
12431,2023,1901,Earth and Planetary Sciences (miscellaneous),0.132,4,8
12431,2023,3305,"Geography, Planning and Development",0.132,4,10
12431,2023,3312,Sociology and Political Science,0.132,4,18
12431,2023,3316,Cultural Studies,0.132,3,42
12431,2023,3322,Urban Studies,0.132,4,20
12434,2023,2732,Orthopedics and Sports Medicine,0.167,4,13
12434,2023,2746,Surgery,0.167,4,23
12435,2023,1306,Cancer Research,2.27,1,83
12435,2023,2730,Oncology,2.27,1,88
12437,2023,1306,Cancer Research,1.034,2,59
12437,2023,1312,Molecular Biology,1.034,2,60
12440,2023,1904,Earth-Surface Processes,0.591,2,68
12440,2023,3305,"Geography, Planning and Development",0.591,2,71
12441,2023,1507,Fluid Flow and Transfer Processes,0.337,3,45
12441,2023,1606,Physical and Theoretical Chemistry,0.337,3,36
12441,2023,1710,Information Systems,0.337,3,38
12441,2023,2206,Computational Mechanics,0.337,2,54
12441,2023,2211,Mechanics of Materials,0.337,3,43
12441,2023,2610,Mathematical Physics,0.337,3,37
12441,2023,2613,Statistics and Probability,0.337,3,32
12441,2023,3109,Statistical and Nonlinear Physics,0.337,3,37
12442,2023,3305,"Geography, Planning and Development",3.357,1,99
12443,2023,1705,Computer Networks and Communications,0.42,3,44
12443,2023,1706,Computer Science Applications,0.42,3,42
12443,2023,2207,Control and Systems Engineering,0.42,3,46
12443,2023,2208,Electrical and Electronic Engineering,0.42,2,51
12443,2023,2606,Control and Optimization,0.42,3,43
12443,2023,2611,Modeling and Simulation,0.42,3,45
12444,2023,2202,Aerospace Engineering,0.462,2,57
12445,2023,2701,Medicine (miscellaneous),0.157,4,14
12450,2023,2202,Aerospace Engineering,0.1,4,1
12452,2023,1901,Earth and Planetary Sciences (miscellaneous),0.279,3,40
12452,2023,2301,Environmental Science (miscellaneous),0.279,3,38
12452,2023,3305,"Geography, Planning and Development",0.279,3,43
12452,2023,3322,Urban Studies,0.279,2,52
12455,2023,1311,Genetics,3.736,1,95
12455,2023,1312,Molecular Biology,3.736,1,93
12455,2023,1313,Molecular Medicine,3.736,1,96
12455,2023,2701,Medicine (miscellaneous),3.736,1,97
12455,2023,3002,Drug Discovery,3.736,1,98
12455,2023,3004,Pharmacology,3.736,1,98
12456,2023,1101,Agricultural and Biological Sciences (miscellaneous),0.321,2,56
12456,2023,1211,Philosophy,0.321,1,77
12456,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",0.321,3,39
12456,2023,2301,Environmental Science (miscellaneous),0.321,3,44
12456,2023,2604,Applied Mathematics,0.321,3,37
12456,2023,2701,Medicine (miscellaneous),0.321,3,32
12457,2023,1901,Earth and Planetary Sciences (miscellaneous),0.861,1,81
12457,2023,3305,"Geography, Planning and Development",0.861,1,85
12459,2023,1306,Cancer Research,4.986,1,95
12459,2023,2730,Oncology,4.986,1,96
12460,2023,1901,Earth and Planetary Sciences (miscellaneous),0.156,4,16
12460,2023,3305,"Geography, Planning and Development",0.156,4,16
12461,2023,1306,Cancer Research,1.319,2,70
12461,2023,2701,Medicine (miscellaneous),1.319,1,87
12461,2023,2730,Oncology,1.319,1,78
12464,2023,1306,Cancer Research,26.837,1,99
12464,2023,2730,Oncology,26.837,1,99
12465,2023,1901,Earth and Planetary Sciences (miscellaneous),0.267,3,37
12469,2023,2732,Orthopedics and Sports Medicine,0.683,2,61
12472,2023,2210,Mechanical Engineering,0.205,4,22
12472,2023,2211,Mechanics of Materials,0.205,4,18
12472,2023,2604,Applied Mathematics,0.205,4,14
12472,2023,2611,Modeling and Simulation,0.205,4,12
12473,2023,2701,Medicine (miscellaneous),0.204,4,20
12473,2023,2739,"Public Health, Environmental and Occupational Health",0.204,4,20
12474,2023,2201,Engineering (miscellaneous),0.287,3,47
12479,2023,2201,Engineering (miscellaneous),0.603,2,74
12480,2023,2701,Medicine (miscellaneous),0.529,2,50
12480,2023,2739,"Public Health, Environmental and Occupational Health",0.529,2,52
12480,2023,2742,Rehabilitation,0.529,2,63
12481,2023,2201,Engineering (miscellaneous),1.476,1,93
12481,2023,3304,Education,1.476,1,93
12482,2023,1314,Physiology,0.12,4,1
12482,2023,2701,Medicine (miscellaneous),0.12,4,6
12484,2023,2701,Medicine (miscellaneous),0.576,2,54
12485,2023,2201,Engineering (miscellaneous),0.353,2,55
12485,2023,2601,Mathematics (miscellaneous),0.353,3,46
12487,2023,2201,Engineering (miscellaneous),0.103,4,1
12489,2023,2508,"Surfaces, Coatings and Films",0.705,1,75
12489,2023,3104,Condensed Matter Physics,0.705,2,74
12489,2023,3105,Instrumentation,0.705,2,74
12490,2023,2210,Mechanical Engineering,1.027,1,86
12491,2023,2508,"Surfaces, Coatings and Films",0.134,4,9
12491,2023,3104,Condensed Matter Physics,0.134,4,3
12492,2023,1703,Computational Theory and Mathematics,0.213,4,16
12492,2023,1708,Hardware and Architecture,0.213,4,16
12492,2023,1709,Human-Computer Interaction,0.213,4,12
12492,2023,1712,Software,0.213,4,12
12492,2023,3309,Library and Information Sciences,0.213,3,43
12493,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.512,2,59
12493,2023,2309,Nature and Landscape Conservation,0.512,2,62
12495,2023,1306,Cancer Research,1.887,1,79
12498,2023,1306,Cancer Research,0.588,3,33
12498,2023,2701,Medicine (miscellaneous),0.588,2,56
12498,2023,2730,Oncology,0.588,3,43
12499,2023,1306,Cancer Research,6.348,1,95
12499,2023,2728,Neurology (clinical),6.348,1,99
12499,2023,2730,Oncology,6.348,1,96
